"State","Facility Name","Facility ID","Unit ID","Associated Stacks","Year","Program Code","EPA Region","NERC Region","County","County Code","FIPS Code","Source Category","Latitude","Longitude","Owner/Operator","SO2 Phase","NOx Phase","Unit Type","Primary Fuel Type","Secondary Fuel Type","SO2 Controls","NOx Controls","PM Controls","Hg Controls","Commercial Operation Date","Operating Status","Max Hourly HI Rate (mmBtu/hr)","Associated Generators & Nameplate Capacity (MWe)"
"TX","Nichols Station",3484,"141B",,2018,"ARP, CSOSG2",6,"SPP","Potter County","TX375","375","Electric Utility",35.2825,-101.7458,"Southwestern Public Service Company (Owner),Southwestern Public Service Company (Operator)","Phase 2",,"Tangentially-fired","Pipeline Natural Gas",,,"Overfire Air",,,"1960-07-01","Operating",1122,"1 (114)"
"TX","Nichols Station",3484,"142B",,2018,"ARP, CSOSG2",6,"SPP","Potter County","TX375","375","Electric Utility",35.2825,-101.7458,"Southwestern Public Service Company (Owner),Southwestern Public Service Company (Operator)","Phase 2",,"Tangentially-fired","Pipeline Natural Gas",,,"Overfire Air",,,"1962-07-01","Operating",1166,"2 (114)"
"TX","Nichols Station",3484,"143B",,2018,"ARP, CSOSG2",6,"SPP","Potter County","TX375","375","Electric Utility",35.2825,-101.7458,"Southwestern Public Service Company (Owner),Southwestern Public Service Company (Operator)","Phase 2",,"Tangentially-fired","Pipeline Natural Gas",,,"Overfire Air",,,"1968-08-02","Operating",2982,"3 (248)"
"TX","Plant X",3485,"111B",,2018,"ARP, CSOSG2",6,"SPP","Lamb County","TX279","279","Electric Utility",34.1661,-102.4114,"Southwestern Public Service Company (Owner),Southwestern Public Service Company (Operator)","Phase 2",,"Dry bottom wall-fired boiler","Pipeline Natural Gas","Diesel Oil",,,,,"1952-05-01","Operating",616,"1 (48)"
"TX","Plant X",3485,"112B",,2018,"ARP, CSOSG2",6,"SPP","Lamb County","TX279","279","Electric Utility",34.1661,-102.4114,"Southwestern Public Service Company (Owner),Southwestern Public Service Company (Operator)","Phase 2",,"Tangentially-fired","Pipeline Natural Gas","Diesel Oil",,,,,"1953-08-01","Operating",1276,"2 (98)"
"TX","Plant X",3485,"113B",,2018,"ARP, CSOSG2",6,"SPP","Lamb County","TX279","279","Electric Utility",34.1661,-102.4114,"Southwestern Public Service Company (Owner),Southwestern Public Service Company (Operator)","Phase 2",,"Tangentially-fired","Pipeline Natural Gas","Diesel Oil",,,,,"1955-06-01","Operating",1365,"3 (98)"
"TX","Plant X",3485,"114B",,2018,"ARP, CSOSG2",6,"SPP","Lamb County","TX279","279","Electric Utility",34.1661,-102.4114,"Southwestern Public Service Company (Owner),Southwestern Public Service Company (Operator)","Phase 2",,"Tangentially-fired","Pipeline Natural Gas","Diesel Oil, Other Oil",,"Overfire Air",,,"1964-07-01","Operating",2375,"4 (190.4)"
"TX","Graham",3490,"1",,2018,"ARP, CSOSG2",6,"ERCOT","Young County","TX503","503","Electric Utility",33.135,-98.6117,"Luminant Generation Company LLC (Owner),Luminant Generation Company LLC (Operator)","Phase 2",,"Dry bottom wall-fired boiler","Pipeline Natural Gas","Residual Oil",,"Combustion Modification/Fuel Reburning",,,"1960-12-19","Operating",2601,"1 (247.8)"
"TX","Graham",3490,"2",,2018,"ARP, CSOSG2",6,"ERCOT","Young County","TX503","503","Electric Utility",33.135,-98.6117,"Luminant Generation Company LLC (Owner),Luminant Generation Company LLC (Operator)","Phase 2",,"Dry bottom wall-fired boiler","Pipeline Natural Gas","Residual Oil",,"Combustion Modification/Fuel Reburning,Overfire Air",,,"1969-06-05","Operating",4970,"2 (387)"
"TX","Handley Generating Station",3491,"3",,2018,"ARP, CSOSG2",6,"ERCOT","Tarrant County","TX439","439","Electric Utility",32.7278,-97.2186,"Handley Power, LLC (Owner) (Ended Apr 04, 2018),ExGen Handley Power, LLC (Owner) (Started Apr 04, 2018),Handley Power, LLC (Operator) (Ended Apr 04, 2018),ExGen Handley Power, LLC (Operator) (Started Apr 04, 2018)","Phase 2",,"Dry bottom wall-fired boiler","Pipeline Natural Gas","Diesel Oil",,"Combustion Modification/Fuel Reburning,Selective Catalytic Reduction",,,"1963-07-26","Operating",3888,"3 (405)"
"TX","Handley Generating Station",3491,"4",,2018,"ARP, CSOSG2",6,"ERCOT","Tarrant County","TX439","439","Electric Utility",32.7278,-97.2186,"Handley Power, LLC (Owner) (Ended Apr 04, 2018),ExGen Handley Power, LLC (Owner) (Started Apr 04, 2018),Handley Power, LLC (Operator) (Ended Apr 04, 2018),ExGen Handley Power, LLC (Operator) (Started Apr 04, 2018)","Phase 2",,"Dry bottom wall-fired boiler","Pipeline Natural Gas","Diesel Oil",,"Selective Catalytic Reduction",,,"1976-10-26","Operating",5500,"4 (455)"
"TX","Handley Generating Station",3491,"5",,2018,"ARP, CSOSG2",6,"ERCOT","Tarrant County","TX439","439","Electric Utility",32.7278,-97.2186,"Handley Power, LLC (Owner) (Ended Apr 04, 2018),ExGen Handley Power, LLC (Owner) (Started Apr 04, 2018),Handley Power, LLC (Operator) (Ended Apr 04, 2018),ExGen Handley Power, LLC (Operator) (Started Apr 04, 2018)","Phase 2",,"Dry bottom wall-fired boiler","Pipeline Natural Gas","Diesel Oil",,"Selective Catalytic Reduction",,,"1977-10-24","Operating",5634,"5 (455)"
"TX","Morgan Creek",3492,"CT1",,2018,"CSOSG2",6,"ERCOT","Mitchell County","TX335","335","Electric Utility",32.3358,-100.9158,"Luminant Generation Company LLC (Owner),Luminant Generation Company LLC (Operator)",,,"Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Water Injection",,,"1988-07-01","Operating",1086,"CT1 (81)"
"TX","Morgan Creek",3492,"CT2",,2018,"CSOSG2",6,"ERCOT","Mitchell County","TX335","335","Electric Utility",32.3358,-100.9158,"Luminant Generation Company LLC (Owner),Luminant Generation Company LLC (Operator)",,,"Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Water Injection",,,"1988-07-01","Operating",1086,"CT2 (81)"
"TX","Morgan Creek",3492,"CT3",,2018,"CSOSG2",6,"ERCOT","Mitchell County","TX335","335","Electric Utility",32.3358,-100.9158,"Luminant Generation Company LLC (Owner),Luminant Generation Company LLC (Operator)",,,"Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Water Injection",,,"1988-07-01","Operating",1086,"CT3 (81)"
"TX","Morgan Creek",3492,"CT4",,2018,"CSOSG2",6,"ERCOT","Mitchell County","TX335","335","Electric Utility",32.3358,-100.9158,"Luminant Generation Company LLC (Owner),Luminant Generation Company LLC (Operator)",,,"Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Water Injection",,,"1988-07-01","Operating",1086,"CT4 (81)"
"TX","Morgan Creek",3492,"CT5",,2018,"CSOSG2",6,"ERCOT","Mitchell County","TX335","335","Electric Utility",32.3358,-100.9158,"Luminant Generation Company LLC (Owner),Luminant Generation Company LLC (Operator)",,,"Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Water Injection",,,"1988-07-01","Operating",1086,"CT5 (81)"
"TX","Morgan Creek",3492,"CT6",,2018,"CSOSG2",6,"ERCOT","Mitchell County","TX335","335","Electric Utility",32.3358,-100.9158,"Luminant Generation Company LLC (Owner),Luminant Generation Company LLC (Operator)",,,"Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Water Injection",,,"1988-07-01","Operating",1086,"CT6 (81)"
"TX","Permian Basin",3494,"CT1",,2018,"CSOSG2",6,"ERCOT","Ward County","TX475","475","Electric Utility",31.5839,-102.9636,"Luminant Generation Company LLC (Owner),Luminant Generation Company LLC (Operator)",,,"Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Water Injection",,,"1988-05-01","Operating",1062,"CT1 (81)"
"TX","Permian Basin",3494,"CT2",,2018,"CSOSG2",6,"ERCOT","Ward County","TX475","475","Electric Utility",31.5839,-102.9636,"Luminant Generation Company LLC (Owner),Luminant Generation Company LLC (Operator)",,,"Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Water Injection",,,"1988-05-01","Operating",1062,"CT2 (81)"
"TX","Permian Basin",3494,"CT3",,2018,"CSOSG2",6,"ERCOT","Ward County","TX475","475","Electric Utility",31.5839,-102.9636,"Luminant Generation Company LLC (Owner),Luminant Generation Company LLC (Operator)",,,"Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Water Injection",,,"1988-05-01","Operating",1062,"CT3 (81)"
"TX","Permian Basin",3494,"CT4",,2018,"CSOSG2",6,"ERCOT","Ward County","TX475","475","Electric Utility",31.5839,-102.9636,"Luminant Generation Company LLC (Owner),Luminant Generation Company LLC (Operator)",,,"Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Water Injection",,,"1990-02-01","Operating",1062,"CT4 (81)"
"TX","Permian Basin",3494,"CT5",,2018,"CSOSG2",6,"ERCOT","Ward County","TX475","475","Electric Utility",31.5839,-102.9636,"Luminant Generation Company LLC (Owner),Luminant Generation Company LLC (Operator)",,,"Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Water Injection",,,"1990-02-01","Operating",1062,"CT5 (81)"
"TX","Big Brown",3497,"1",,2018,"ARP, MATS",6,"ERCOT","Freestone County","TX161","161","Electric Utility",31.8206,-96.0561,"Big Brown Power Company LLC (Owner),Luminant Generation Company LLC (Operator)","Phase 2","Early Election","Tangentially-fired","Coal",,,"Low NOx Burner Technology w/ Separated OFA,Selective Non-catalytic Reduction","Baghouse,Electrostatic Precipitator","Additives to Enhance PAC and Existing Equipment Performance,Untreated PAC Sorbent Injection","1971-12-23","Operating (Retired 02/12/2018)",7901,"1 (593.4)"
"TX","Big Brown",3497,"2",,2018,"ARP, MATS",6,"ERCOT","Freestone County","TX161","161","Electric Utility",31.8206,-96.0561,"Big Brown Power Company LLC (Owner),Luminant Generation Company LLC (Operator)","Phase 2","Early Election","Tangentially-fired","Coal",,,"Low NOx Burner Technology w/ Separated OFA,Selective Non-catalytic Reduction","Baghouse,Electrostatic Precipitator",,"1972-10-06","Operating (Retired 02/12/2018)",8132,"2 (593.4)"
"TX","Stryker Creek",3504,"1",,2018,"ARP, CSOSG2",6,"ERCOT","Cherokee County","TX073","073","Electric Utility",31.9381,-94.9883,"Luminant Generation Company LLC (Owner),Luminant Generation Company LLC (Operator)","Phase 2",,"Dry bottom wall-fired boiler","Pipeline Natural Gas","Residual Oil",,"Low NOx Burner Technology (Dry Bottom only)",,,"1958-06-26","Operating",2081,"ST1 (176.8)"
"TX","Stryker Creek",3504,"2",,2018,"ARP, CSOSG2",6,"ERCOT","Cherokee County","TX073","073","Electric Utility",31.9381,-94.9883,"Luminant Generation Company LLC (Owner),Luminant Generation Company LLC (Operator)","Phase 2",,"Tangentially-fired","Pipeline Natural Gas","Residual Oil",,"Low NOx Burner Technology w/ Separated OFA",,,"1965-12-21","Operating",5472,"ST2 (526.7)"
"TX","Trinidad",3507,"9",,2018,"ARP, CSOSG2",6,"ERCOT","Henderson County","TX213","213","Electric Utility",32.1264,-96.1014,"Luminant Generation Company LLC (Owner),Luminant Generation Company LLC (Operator)","Phase 2",,"Tangentially-fired","Pipeline Natural Gas","Residual Oil",,,,,"1965-05-26","Operating",2571,"6 (239.4)"
"TX","Decker Creek",3548,"1",,2018,"ARP, CSOSG2",6,"ERCOT","Travis County","TX453","453","Electric Utility",30.3036,-97.6128,"City of Austin (Owner),City of Austin (Operator)","Phase 2",,"Tangentially-fired","Pipeline Natural Gas",,,,,,"1971-07-01","Operating",3250,"1 (321)"
"TX","Decker Creek",3548,"2",,2018,"ARP, CSOSG2",6,"ERCOT","Travis County","TX453","453","Electric Utility",30.3036,-97.6128,"City of Austin (Owner),City of Austin (Operator)","Phase 2",,"Dry bottom wall-fired boiler","Pipeline Natural Gas",,,,,,"1978-01-12","Operating",4278,"2 (405)"
"TX","Decker Creek",3548,"GT-1A",,2018,"CSOSG2",6,"ERCOT","Travis County","TX453","453","Electric Utility",30.3036,-97.6128,"City of Austin (Owner),City of Austin (Operator)",,,"Combustion turbine","Pipeline Natural Gas","Other Oil",,"Water Injection",,,"1988-06-01","Operating",350,"GT1 (51.6)"
"TX","Decker Creek",3548,"GT-1B",,2018,"CSOSG2",6,"ERCOT","Travis County","TX453","453","Electric Utility",30.3036,-97.6128,"City of Austin (Owner),City of Austin (Operator)",,,"Combustion turbine","Pipeline Natural Gas","Other Oil",,"Water Injection",,,"1988-06-01","Operating",350,"GT1 (51.6)"
"TX","Decker Creek",3548,"GT-2A",,2018,"CSOSG2",6,"ERCOT","Travis County","TX453","453","Electric Utility",30.3036,-97.6128,"City of Austin (Owner),City of Austin (Operator)",,,"Combustion turbine","Pipeline Natural Gas","Other Oil",,"Water Injection",,,"1988-06-01","Operating",350,"GT2 (51.6)"
"TX","Decker Creek",3548,"GT-2B",,2018,"CSOSG2",6,"ERCOT","Travis County","TX453","453","Electric Utility",30.3036,-97.6128,"City of Austin (Owner),City of Austin (Operator)",,,"Combustion turbine","Pipeline Natural Gas","Other Oil",,"Water Injection",,,"1988-06-01","Operating",350,"GT2 (51.6)"
"TX","Decker Creek",3548,"GT-3A",,2018,"CSOSG2",6,"ERCOT","Travis County","TX453","453","Electric Utility",30.3036,-97.6128,"City of Austin (Owner),City of Austin (Operator)",,,"Combustion turbine","Pipeline Natural Gas","Other Oil",,"Water Injection",,,"1988-06-01","Operating",350,"GT3 (51.6)"
"TX","Decker Creek",3548,"GT-3B",,2018,"CSOSG2",6,"ERCOT","Travis County","TX453","453","Electric Utility",30.3036,-97.6128,"City of Austin (Owner),City of Austin (Operator)",,,"Combustion turbine","Pipeline Natural Gas","Other Oil",,"Water Injection",,,"1988-06-01","Operating",350,"GT3 (51.6)"
"TX","Decker Creek",3548,"GT-4A",,2018,"CSOSG2",6,"ERCOT","Travis County","TX453","453","Electric Utility",30.3036,-97.6128,"City of Austin (Owner),City of Austin (Operator)",,,"Combustion turbine","Pipeline Natural Gas","Other Oil",,"Water Injection",,,"1988-06-01","Operating",350,"GT4 (51.6)"
"TX","Decker Creek",3548,"GT-4B",,2018,"CSOSG2",6,"ERCOT","Travis County","TX453","453","Electric Utility",30.3036,-97.6128,"City of Austin (Owner),City of Austin (Operator)",,,"Combustion turbine","Pipeline Natural Gas","Other Oil",,"Water Injection",,,"1988-06-01","Operating",350,"GT4 (51.6)"
"TX","Silas Ray",3559,"10",,2018,"ARP, CSOSG2",6,"ERCOT","Cameron County","TX061","061","Electric Utility",25.9131,-97.5214,"Brownsville Public Utilities Board (Owner),Brownsville Public Utilities Board (Operator)","Phase 2",,"Combustion turbine","Pipeline Natural Gas",,,"Selective Catalytic Reduction",,,"2004-11-03","Operating",478.5,"10 (51)"
"TX","Silas Ray",3559,"9",,2018,"ARP, CSOSG2",6,"ERCOT","Cameron County","TX061","061","Electric Utility",25.9131,-97.5214,"Brownsville Public Utilities Board (Owner),Brownsville Public Utilities Board (Operator)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Dry Low NOx Burners",,,"1996-12-01","Operating",674.1,"9 (51), 6 (22)"
"TX","Ray Olinger",3576,"BW2",,2018,"ARP, CSOSG2",6,"ERCOT","Collin County","TX085","085","Electric Utility",33.0667,-96.4519,"Garland Power and Light, City of Garland (Owner),Garland Power and Light, City of Garland (Operator)","Phase 2",,"Dry bottom wall-fired boiler","Pipeline Natural Gas",,,"Overfire Air",,,"1970-10-01","Operating",1300,"2 (113)"
"TX","Ray Olinger",3576,"BW3",,2018,"ARP, CSOSG2",6,"ERCOT","Collin County","TX085","085","Electric Utility",33.0667,-96.4519,"Garland Power and Light, City of Garland (Owner),Garland Power and Light, City of Garland (Operator)","Phase 2",,"Dry bottom wall-fired boiler","Pipeline Natural Gas",,,"Low NOx Burner Technology w/ Overfire Air",,,"1976-03-01","Operating",1519,"3 (156)"
"TX","Ray Olinger",3576,"CE1",,2018,"ARP, CSOSG2",6,"ERCOT","Collin County","TX085","085","Electric Utility",33.0667,-96.4519,"Garland Power and Light, City of Garland (Owner),Garland Power and Light, City of Garland (Operator)","Phase 2",,"Tangentially-fired","Pipeline Natural Gas",,,"Low NOx Burner Technology w/ Separated OFA",,,"1967-05-01","Operating",888,"1 (75)"
"TX","Ray Olinger",3576,"GE4",,2018,"ARP, CSOSG2",6,"ERCOT","Collin County","TX085","085","Electric Utility",33.0667,-96.4519,"Garland Power and Light, City of Garland (Owner),Garland Power and Light, City of Garland (Operator)","Phase 2",,"Combustion turbine","Pipeline Natural Gas",,,"Dry Low NOx Burners",,,"2001-08-03","Operating",1010,"4 (83)"
"TX","Sim Gideon",3601,"1",,2018,"ARP, CSOSG2",6,"ERCOT","Bastrop County","TX021","021","Electric Utility",30.1456,-97.2708,"Lower Colorado River Authority (Owner),Lower Colorado River Authority (Operator)","Phase 2",,"Dry bottom wall-fired boiler","Pipeline Natural Gas","Diesel Oil",,"Overfire Air,Other",,,"1965-05-15","Operating",1447,"1 (144)"
"TX","Sim Gideon",3601,"2",,2018,"ARP, CSOSG2",6,"ERCOT","Bastrop County","TX021","021","Electric Utility",30.1456,-97.2708,"Lower Colorado River Authority (Owner),Lower Colorado River Authority (Operator)","Phase 2",,"Dry bottom wall-fired boiler","Pipeline Natural Gas","Diesel Oil",,"Overfire Air,Other",,,"1968-01-15","Operating",1462,"2 (144)"
"TX","Sim Gideon",3601,"3",,2018,"ARP, CSOSG2",6,"ERCOT","Bastrop County","TX021","021","Electric Utility",30.1456,-97.2708,"Lower Colorado River Authority (Owner),Lower Colorado River Authority (Operator)","Phase 2",,"Tangentially-fired","Pipeline Natural Gas","Diesel Oil",,"Combustion Modification/Fuel Reburning,Overfire Air",,,"1972-04-01","Operating",3434,"3 (351)"
"TX","J Robert Massengale Generating Station",3604,"GT1",,2018,"ARP, CSOSG2",6,"SPP","Lubbock County","TX303","303","Cogeneration",33.6039,-101.8408,"City of Lubbock (Owner),City of Lubbock (Operator)","Phase 2",,"Combined cycle","Pipeline Natural Gas",,,"Selective Catalytic Reduction",,,"2000-09-08","Operating",492,"7 (22), 8 (40)"
"TX","Leon Creek",3609,"CGT1",,2018,"ARP, CSOSG2",6,,"Bexar County","TX029","029","Electric Utility",29.3511,-98.5753,"City of San Antonio (Owner),City of San Antonio (Operator)","Phase 2",,"Combustion turbine","Pipeline Natural Gas",,,"Selective Catalytic Reduction",,,"2004-05-15","Operating",530,"CGT1 (57)"
"TX","Leon Creek",3609,"CGT2",,2018,"ARP, CSOSG2",6,,"Bexar County","TX029","029","Electric Utility",29.3511,-98.5753,"City of San Antonio (Owner),City of San Antonio (Operator)","Phase 2",,"Combustion turbine","Pipeline Natural Gas",,,"Selective Catalytic Reduction",,,"2004-05-15","Operating",498.5,"CGT2 (57)"
"TX","Leon Creek",3609,"CGT3",,2018,"ARP, CSOSG2",6,,"Bexar County","TX029","029","Electric Utility",29.3511,-98.5753,"City of San Antonio (Owner),City of San Antonio (Operator)","Phase 2",,"Combustion turbine","Pipeline Natural Gas",,,"Selective Catalytic Reduction",,,"2004-05-15","Operating",498.5,"CGT3 (57)"
"TX","Leon Creek",3609,"CGT4",,2018,"ARP, CSOSG2",6,,"Bexar County","TX029","029","Electric Utility",29.3511,-98.5753,"City of San Antonio (Owner),City of San Antonio (Operator)","Phase 2",,"Combustion turbine","Pipeline Natural Gas",,,"Selective Catalytic Reduction",,,"2004-05-15","Operating",498.5,"CGT4 (57)"
"TX","O W Sommers",3611,"1",,2018,"ARP, CSOSG2",6,"ERCOT","Bexar County","TX029","029","Electric Utility",29.3078,-98.3244,"City of San Antonio (Owner),City of San Antonio (Operator)","Phase 2",,"Tangentially-fired","Pipeline Natural Gas","Diesel Oil",,,,,"1972-06-06","Operating",5830.1,"1 (446)"
"TX","O W Sommers",3611,"2",,2018,"ARP, CSOSG2",6,"ERCOT","Bexar County","TX029","029","Electric Utility",29.3078,-98.3244,"City of San Antonio (Owner),City of San Antonio (Operator)","Phase 2",,"Tangentially-fired","Pipeline Natural Gas","Diesel Oil",,,,,"1974-03-20","Operating",4904.6,"2 (446)"
"TX","V H Braunig",3612,"1",,2018,"ARP, CSOSG2",6,"ERCOT","Bexar County","TX029","029","Electric Utility",29.2575,-98.3828,"City of San Antonio (Owner),City of San Antonio (Operator)","Phase 2",,"Tangentially-fired","Pipeline Natural Gas","Diesel Oil",,,,,"1966-06-02","Operating",2292.2,"1 (225)"
"TX","V H Braunig",3612,"2",,2018,"ARP, CSOSG2",6,"ERCOT","Bexar County","TX029","029","Electric Utility",29.2575,-98.3828,"City of San Antonio (Owner),City of San Antonio (Operator)","Phase 2",,"Tangentially-fired","Pipeline Natural Gas","Diesel Oil",,,,,"1968-05-03","Operating",2458.5,"2 (252)"
"TX","V H Braunig",3612,"3",,2018,"ARP, CSOSG2",6,"ERCOT","Bexar County","TX029","029","Electric Utility",29.2575,-98.3828,"City of San Antonio (Owner),City of San Antonio (Operator)","Phase 2",,"Tangentially-fired","Pipeline Natural Gas","Diesel Oil",,,,,"1970-08-01","Operating",4563.1,"3 (417)"
"TX","V H Braunig",3612,"CGT5",,2018,"ARP, CSOSG2",6,"ERCOT","Bexar County","TX029","029","Electric Utility",29.2575,-98.3828,"City of San Antonio (Owner),City of San Antonio (Operator)","Phase 2",,"Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Selective Catalytic Reduction",,,"2010-04-22","Operating",486,"5 (61)"
"TX","V H Braunig",3612,"CGT6",,2018,"ARP, CSOSG2",6,"ERCOT","Bexar County","TX029","029","Electric Utility",29.2575,-98.3828,"City of San Antonio (Owner),City of San Antonio (Operator)","Phase 2",,"Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Selective Catalytic Reduction",,,"2010-04-28","Operating",486,"6 (61)"
"TX","V H Braunig",3612,"CGT7",,2018,"ARP, CSOSG2",6,"ERCOT","Bexar County","TX029","029","Electric Utility",29.2575,-98.3828,"City of San Antonio (Owner),City of San Antonio (Operator)","Phase 2",,"Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Selective Catalytic Reduction",,,"2010-05-07","Operating",486,"7 (61)"
"TX","V H Braunig",3612,"CGT8",,2018,"ARP, CSOSG2",6,"ERCOT","Bexar County","TX029","029","Electric Utility",29.2575,-98.3828,"City of San Antonio (Owner),City of San Antonio (Operator)","Phase 2",,"Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Selective Catalytic Reduction",,,"2010-05-12","Operating",486,"8 (61)"
"TX","V H Braunig",3612,"CT01","CP01",2018,"ARP, CSOSG2",6,"ERCOT","Bexar County","TX029","029","Electric Utility",29.2575,-98.3828,"City of San Antonio (Owner),City of San Antonio (Operator)","Phase 2",,"Combined cycle","Pipeline Natural Gas",,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"2000-03-11","Operating",1975,"ST012 (200), CT01 (175)"
"TX","V H Braunig",3612,"CT02","CP01",2018,"ARP, CSOSG2",6,"ERCOT","Bexar County","TX029","029","Electric Utility",29.2575,-98.3828,"City of San Antonio (Owner),City of San Antonio (Operator)","Phase 2",,"Combined cycle","Pipeline Natural Gas",,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"2000-03-23","Operating",1975,"CT02 (175), ST012 (200)"
"TX","R W Miller",3628,"1",,2018,"ARP, CSOSG2",6,"ERCOT","Palo Pinto County","TX363","363","Electric Utility",32.6581,-98.3103,"Brazos Electric Power Cooperative, Inc. (Owner),Brazos Electric Power Cooperative, Inc. (Operator)","Phase 2",,"Dry bottom wall-fired boiler","Pipeline Natural Gas",,,,,,"1968-10-01","Operating",920,"1 (66)"
"TX","R W Miller",3628,"2",,2018,"ARP, CSOSG2",6,"ERCOT","Palo Pinto County","TX363","363","Electric Utility",32.6581,-98.3103,"Brazos Electric Power Cooperative, Inc. (Owner),Brazos Electric Power Cooperative, Inc. (Operator)","Phase 2",,"Dry bottom wall-fired boiler","Pipeline Natural Gas","Diesel Oil",,,,,"1972-03-24","Operating",1326,"2 (100)"
"TX","R W Miller",3628,"3",,2018,"ARP, CSOSG2",6,"ERCOT","Palo Pinto County","TX363","363","Electric Utility",32.6581,-98.3103,"Brazos Electric Power Cooperative, Inc. (Owner),Brazos Electric Power Cooperative, Inc. (Operator)","Phase 2",,"Dry bottom wall-fired boiler","Pipeline Natural Gas","Diesel Oil",,"Combustion Modification/Fuel Reburning",,,"1975-06-15","Operating",2350,"3 (200)"
"TX","R W Miller",3628,"**4",,2018,"ARP, CSOSG2",6,"ERCOT","Palo Pinto County","TX363","363","Electric Utility",32.6581,-98.3103,"Brazos Electric Power Cooperative, Inc. (Owner),Brazos Electric Power Cooperative, Inc. (Operator)","Phase 2",,"Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Water Injection",,,"1994-08-01","Operating",1510,"4 (100)"
"TX","R W Miller",3628,"**5",,2018,"ARP, CSOSG2",6,"ERCOT","Palo Pinto County","TX363","363","Electric Utility",32.6581,-98.3103,"Brazos Electric Power Cooperative, Inc. (Owner),Brazos Electric Power Cooperative, Inc. (Operator)","Phase 2",,"Combustion turbine","Pipeline Natural Gas","Diesel Oil",,"Water Injection",,,"1994-08-01","Operating",1800,"5 (100)"
"TX","Sam Rayburn Plant",3631,"CT7",,2018,"ARP, CSOSG2",6,"ERCOT","Victoria County","TX469","469","Electric Utility",28.8947,-97.1347,"South Texas Electric Cooperative (Owner),South Texas Electric Cooperative (Operator)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"2003-10-10","Operating",505,"7 (49.2), 10 (42)"
"TX","Sam Rayburn Plant",3631,"CT8",,2018,"ARP, CSOSG2",6,"ERCOT","Victoria County","TX469","469","Electric Utility",28.8947,-97.1347,"South Texas Electric Cooperative (Owner),South Texas Electric Cooperative (Operator)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"2003-10-10","Operating",491,"10 (42), 8 (49.2)"
"TX","Sam Rayburn Plant",3631,"CT9",,2018,"ARP, CSOSG2",6,"ERCOT","Victoria County","TX469","469","Electric Utility",28.8947,-97.1347,"South Texas Electric Cooperative (Owner),South Texas Electric Cooperative (Operator)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"2003-10-10","Operating",492.3,"9 (49.2), 10 (42)"
"TX","Power Lane Steam Plant",4195,"2",,2018,"ARP, CSOSG2",6,,"Hunt County","TX231","231","Electric Utility",33.1707,-96.1264,"Greenville Electric Utility System (Owner),Greenville Electric Utility System (Operator)","Phase 2",,"Dry bottom wall-fired boiler","Pipeline Natural Gas","Diesel Oil",,,,,"1969-01-01","Operating",324,"ST2 (25)"
"TX","Power Lane Steam Plant",4195,"3",,2018,"ARP, CSOSG2",6,,"Hunt County","TX231","231","Electric Utility",33.1707,-96.1264,"Greenville Electric Utility System (Owner),Greenville Electric Utility System (Operator)","Phase 2",,"Dry bottom wall-fired boiler","Pipeline Natural Gas","Diesel Oil",,,,,"1977-05-01","Operating",493,"ST3 (43.2)"
"TX","Spencer",4266,"4",,2018,"ARP, CSOSG2",6,"ERCOT","Denton County","TX121","121","Electric Utility",33.1978,-97.1067,"Garland Power and Light, City of Garland (Owner),Garland Power and Light, City of Garland (Operator)","Phase 2",,"Dry bottom wall-fired boiler","Pipeline Natural Gas",,,"Low NOx Burner Technology (Dry Bottom only)",,,"1966-04-01","Operating",800,"4 (61)"
"TX","Spencer",4266,"5",,2018,"ARP, CSOSG2",6,"ERCOT","Denton County","TX121","121","Electric Utility",33.1978,-97.1067,"Garland Power and Light, City of Garland (Owner),Garland Power and Light, City of Garland (Operator)","Phase 2",,"Dry bottom wall-fired boiler","Pipeline Natural Gas",,,"Low NOx Burner Technology (Dry Bottom only)",,,"1973-02-01","Operating",800,"5 (65)"
