Plant Code,Plant Name,State,Sector Group,Sector Code,Prime Mover,Fuel Code,Aggregated Fuel Group,Generation (kWh),Useful Thermal Output (MMBtu),Total Fuel Consumption (MMBtu),Fuel Consumption for Electric Generation (MMBtu),"
 Fuel Consumption for Useful Thermal Output (MMBtu)",Quantity of Fuel Consumed,Fuel Units,Sulfur Content of Fuel Used in EIA Model (%),EIA Model Estimates of SO2 Emissions (Tons),EIA Model Estimates of Plant Level SO2 Emissions (Tons),CEMS Reported Plant Level SO2 Emissions (Tons),Selected SO2 Emissions (Tons),Selected SO2 Emissions (Metric Tonnes),NERC Region,Balancing Authority Code,Balancing Authority Name,EIA Balancing Authority Region
6180,Oak Grove (TX),TX,ELECTRIC POWER,2.0,ST,LIG,COAL,643040862.0,0.0,6622927.0,6622927.0,0.0,486980.0,Tons,0.0093603310197544,300.847404,7634.0118928304,6974.225,274.845980805,249.3386381248,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
6180,Oak Grove (TX),TX,ELECTRIC POWER,2.0,ST,RC,COAL,11671809345.0,0.0,119295297.0,119295297.0,0.0,8771713.0,Tons, ,7333.152068,7634.0118928304,6974.225,6699.3676718632,6077.6264826846,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
6180,Oak Grove (TX),TX,ELECTRIC POWER,2.0,ST,NG,GAS,92561793.0,0.0,952264.0,952264.0,0.0,940972.0,Mcf, ,0.0124208304,7634.0118928304,6974.225,0.0113473318,0.0102942319,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
6181,J T Deely,TX,ELECTRIC POWER,1.0,ST,SUB,COAL,-11272421.0,0.0,0.0,0.0,0.0,0.0,Tons, ,0.0,0.0002601,0.04,0.0,0.0,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
6181,J T Deely,TX,ELECTRIC POWER,1.0,ST,NG,GAS,-2837579.0,0.0,869.0,869.0,0.0,867.0,Mcf, ,0.0002601,0.0002601,0.04,0.04,0.036287762,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
6183,San Miguel,TX,ELECTRIC POWER,1.0,ST,LIG,COAL,2067068254.0,0.0,27584095.0,27584095.0,0.0,2662992.0,Tons,0.0239973033715459,7189.27052625,7189.9543920375,8939.945,8939.0946854925,8109.4935004015,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
6183,San Miguel,TX,ELECTRIC POWER,1.0,ST,DFO,PET,4814746.0,0.0,64784.0,64784.0,0.0,11325.0,Barrels,0.0027,0.6838657875,7189.9543920375,8939.945,0.8503145075,0.7714002608,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
6193,Harrington,TX,ELECTRIC POWER,1.0,ST,SUB,COAL,3677455535.0,0.0,39858547.0,39858547.0,0.0,2240989.0,Tons,0.00243265375242805,9540.213025,9540.3995353,9493.089,9492.9034145986,8611.9054836239,MRO,SWPP,Southwest Power Pool,Central
6193,Harrington,TX,ELECTRIC POWER,1.0,ST,NG,GAS,57783465.0,0.0,630275.0,630275.0,0.0,621701.0,Mcf, ,0.1865103,9540.3995353,9493.089,0.1855854014,0.1683619717,MRO,SWPP,Southwest Power Pool,Central
6194,Tolk,TX,ELECTRIC POWER,1.0,ST,SUB,COAL,2704226422.0,0.0,29762743.0,29762743.0,0.0,1674406.0,Tons,0.00234598478505213,6874.22925,6874.3529853,7225.431,7225.3009454517,6554.7500185537,MRO,SWPP,Southwest Power Pool,Central
6194,Tolk,TX,ELECTRIC POWER,1.0,ST,NG,GAS,37526578.0,0.0,419513.0,419513.0,0.0,412451.0,Mcf, ,0.1237353,6874.3529853,7225.431,0.1300545483,0.1179847122,MRO,SWPP,Southwest Power Pool,Central
6243,Dansby,TX,ELECTRIC POWER,1.0,GT,NG,GAS,48030000.0,0.0,493406.0,493406.0,0.0,493406.0,Mcf, ,0.1480218,0.621087,0.619,0.1475244116,0.1338332682,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
6243,Dansby,TX,ELECTRIC POWER,1.0,ST,NG,GAS,102071000.0,0.0,1576884.0,1576884.0,0.0,1576884.0,Mcf, ,0.4730652,0.621087,0.619,0.4714755884,0.427719848,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
7030,Major Oak Power,TX,ELECTRIC POWER,2.0,ST,LIG,COAL,2409732242.0,0.0,28427679.0,28427679.0,0.0,2096086.0,Tons,0.0104999160816874,719.68537617,719.6857054067,2407.926,2407.9248984392,2184.4551378383,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
7030,Major Oak Power,TX,ELECTRIC POWER,2.0,ST,NG,GAS,4191758.0,0.0,50342.0,50342.0,0.0,50342.0,Mcf, ,0.0003292367,719.6857054067,2407.926,0.0011015608,0.0009993294,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
7097,J K Spruce,TX,ELECTRIC POWER,1.0,ST,SUB,COAL,6672769117.0,0.0,66465334.0,66465334.0,0.0,3936903.0,Tons,0.00290585952968615,859.31741175,859.320753546,714.674,714.671220718,648.345478289,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
7097,J K Spruce,TX,ELECTRIC POWER,1.0,ST,NG,GAS,19527883.0,0.0,194785.0,194785.0,0.0,192847.0,Mcf, ,0.003341796,859.320753546,714.674,0.002779282,0.0025213481,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
7131,Brandon Station,TX,ELECTRIC POWER,1.0,GT,NG,GAS,20468000.0,1477.0,213905.0,209566.0,4339.0,203719.0,Mcf, ,0.0611157,0.0611157, ,0.0611157,0.0554437993,MRO,SWPP,Southwest Power Pool,Central
7325,San Jacinto Steam Electric Station,TX,ELECTRIC POWER,2.0,GT,NG,GAS,1034100000.0,0.0,13856983.0,13856983.0,0.0,13519008.0,Mcf, ,4.0557024,4.0557024,4.26,4.26,3.8646466479,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
7512,Arthur Von Rosenberg,TX,ELECTRIC POWER,1.0,CA,NG,GAS,1257150000.0,0.0,0.0,0.0,0.0,0.0,Mcf, ,0.0,7.0702011, ,0.0,0.0,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
7512,Arthur Von Rosenberg,TX,ELECTRIC POWER,1.0,CT,NG,GAS,2115668000.0,0.0,23727563.0,23727563.0,0.0,23567337.0,Mcf, ,7.0702011,7.0702011, ,7.0702011,6.4140443618,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
7900,Sand Hill,TX,ELECTRIC POWER,1.0,CA,NG,GAS,440823000.0,0.0,278612.0,278612.0,0.0,272862.0,Mcf, ,0.0818586,3.7282695,3.766,0.0826870181,0.0750131707,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
7900,Sand Hill,TX,ELECTRIC POWER,1.0,CT,NG,GAS,761368000.0,0.0,9278807.0,9278807.0,0.0,9090847.0,Mcf, ,2.7272541,3.7282695,3.766,2.7548542134,2.4991873477,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
7900,Sand Hill,TX,ELECTRIC POWER,1.0,GT,NG,GAS,315311000.0,0.0,3122945.0,3122945.0,0.0,3063856.0,Mcf, ,0.9191568,3.7282695,3.766,0.9284587686,0.8422922694,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
7902,Pirkey,TX,ELECTRIC POWER,1.0,ST,LIG,COAL,3060229652.0,0.0,32887518.0,32887518.0,0.0,2636556.0,Tons,0.0101772784647851,1690.4767698,1690.478273925,3073.006,3073.003265753,2787.8102746557,MRO,SWPP,Southwest Power Pool,Central
7902,Pirkey,TX,ELECTRIC POWER,1.0,ST,NG,GAS,10923348.0,0.0,118568.0,118568.0,0.0,119375.0,Mcf, ,0.001504125,1690.478273925,3073.006,0.002734247,0.0024804926,MRO,SWPP,Southwest Power Pool,Central
8063,DeCordova Steam Electric Station,TX,ELECTRIC POWER,2.0,GT,NG,GAS,22351606.0,0.0,328092.0,328092.0,0.0,312470.0,Mcf, ,0.093741,0.958983, ,0.093741,0.0850412773,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
8063,DeCordova Steam Electric Station,TX,ELECTRIC POWER,2.0,GT,DFO,PET,430394.0,0.0,6318.0,6318.0,0.0,1090.0,Barrels,0.0027,0.865242,0.958983, ,0.865242,0.7849423932,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
10072,Engineered Carbons Borger Cogen,TX,INDUSTRIAL,6.0,ST,NG,GAS,462306.0,0.0,7963.0,7963.0,0.0,7807.0,Mcf, ,0.0023421,6.942852, ,0.0023421,0.0021247392,MRO,SWPP,Southwest Power Pool,Central
10072,Engineered Carbons Borger Cogen,TX,INDUSTRIAL,6.0,ST,OG,OTHER,94018694.0,0.0,1619452.0,1619452.0,0.0,23135033.0,Mcf, ,6.9405099,6.942852, ,6.9405099,6.296389277,MRO,SWPP,Southwest Power Pool,Central
10154,Power Island,TX,INDUSTRIAL,7.0,GT,NG,GAS,247393000.0,3099220.0,4808933.0,1029396.0,3779537.0,4632884.0,Mcf, ,1.3898652,1.3898652, ,1.3898652,1.2608774381,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
10167,Seadrift Coke LP,TX,INDUSTRIAL,7.0,ST,NG,GAS,393265.0,3283.0,19429.0,8488.0,10941.0,18771.0,Mcf, ,0.0056313,292.4878392, ,0.0056313,0.0051086818,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
10167,Seadrift Coke LP,TX,INDUSTRIAL,7.0,ST,OG,OTHER,6696598.0,58087.0,342782.0,149165.0,193617.0,304693.0,Mcf, ,0.0914079,292.4878392, ,0.0914079,0.0829247029,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
10167,Seadrift Coke LP,TX,INDUSTRIAL,7.0,ST,PC,PET,18983137.0,171627.0,1012122.0,440039.0,572083.0,37486.0,Tons,0.004,292.3908,292.4878392, ,292.3908,265.2551936859,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
10184,Central Utility Plant,TX,COMMERCIAL,5.0,IC,NG,GAS,13595396.0,18859.0,188867.0,137901.0,50966.0,185860.0,Mcf, ,0.055758,0.68286, ,0.055758,0.0505833258,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
10184,Central Utility Plant,TX,COMMERCIAL,5.0,IC,DFO,PET,330827.0,456.0,4582.0,3348.0,1234.0,790.0,Barrels,0.0027,0.627102,0.68286, ,0.627102,0.5689032024,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
10243,Ticona Polymers Inc,TX,INDUSTRIAL,7.0,GT,NG,GAS,269498000.0,125468.0,3483312.0,3065092.0,418220.0,3368774.0,Mcf, ,1.0106322,1.0106322, ,1.0106322,0.9168395174,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
10261,Enterprise Products Operating,TX,INDUSTRIAL,7.0,GT,NG,GAS,154294000.0,0.0,2129992.0,2129992.0,0.0,2052016.0,Mcf, ,0.6156048,0.6156048, ,0.6156048,0.558473011,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
10298,Bayou Cogen Plant,TX,INDUSTRIAL,6.0,GT,NG,GAS,2108450506.0,0.0,29251111.0,29251111.0,0.0,28556058.0,Mcf, ,8.5668174,9.3168174, ,8.5668174,7.7717657625,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
10298,Bayou Cogen Plant,TX,INDUSTRIAL,6.0,GT,OG,OTHER,180288494.0,0.0,2500000.0,2500000.0,0.0,2500000.0,Mcf, ,0.75,9.3168174, ,0.75,0.6803955366,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
10418,Ascend Performance Materials Texas Inc.,TX,INDUSTRIAL,7.0,ST,NG,GAS,264139000.0,2714760.0,4356630.0,1085835.0,3270795.0,4213377.0,Mcf, ,1.2640131,1.2640131, ,1.2640131,1.1467051619,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
10425,International Paper - Orange,TX,INDUSTRIAL,7.0,ST,NG,GAS,65364145.0,1574714.0,3153922.0,391266.0,2762656.0,3153922.0,Mcf, ,0.9461766,2479.1096066, ,0.9461766,0.8583657806,SERC,MISO,"Midcontinent Independent System Operator, Inc.",Midwest
10425,International Paper - Orange,TX,INDUSTRIAL,7.0,ST,BLQ,OTHER,157948791.0,3734666.0,7497523.0,945475.0,6552048.0,681593.0,Tons, ,2385.5755,2479.1096066, ,2385.5755,2164.1798965799,SERC,MISO,"Midcontinent Independent System Operator, Inc.",Midwest
10425,International Paper - Orange,TX,INDUSTRIAL,7.0,ST,TDF,OTHER,1594840.0,38298.0,76736.0,9546.0,67190.0,2398.0,Tons,0.0156,71.07672,2479.1096066, ,71.07672,64.4803773927,SERC,MISO,"Midcontinent Independent System Operator, Inc.",Midwest
10425,International Paper - Orange,TX,INDUSTRIAL,7.0,ST,WDS,OTHER,28137224.0,677855.0,1357650.0,168429.0,1189221.0,150850.0,Tons, ,21.51121,2479.1096066, ,21.51121,19.5148416946,SERC,MISO,"Midcontinent Independent System Operator, Inc.",Midwest
10436,ExxonMobil Baytown Refinery,TX,INDUSTRIAL,7.0,GT,NG,GAS,1015917000.0,7659870.0,15338244.0,4845273.0,10492971.0,14188941.0,Mcf, ,4.2566823,4.2566823, ,4.2566823,3.8616368502,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
10554,Formosa Utility Venture Ltd,TX,INDUSTRIAL,7.0,CA,NG,GAS,584024101.0,0.0,156681.0,156681.0,0.0,152365.0,Mcf, ,0.0457095,9.8826156, ,0.0457095,0.0414673864,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
10554,Formosa Utility Venture Ltd,TX,INDUSTRIAL,7.0,CA,OG,OTHER,47984249.0,1312798.0,2086732.0,237724.0,1849008.0,7728638.0,Mcf, ,2.3185914,9.8826156, ,2.3185914,2.1034123197,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
10554,Formosa Utility Venture Ltd,TX,INDUSTRIAL,7.0,CT,NG,GAS,3301583180.0,4916735.0,26018616.0,19093637.0,6924979.0,25061049.0,Mcf, ,7.5183147,9.8826156, ,7.5183147,6.8205703529,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
10568,Port Arthur Texas Refinery,TX,INDUSTRIAL,7.0,GT,NG,GAS,255058000.0,2212311.0,3584382.0,1011928.0,2572454.0,3493549.0,Mcf, ,1.0480647,1.0480647, ,1.0480647,0.9507980586,SERC,MISO,"Midcontinent Independent System Operator, Inc.",Midwest
10692,ExxonMobil Baytown Turbine,TX,INDUSTRIAL,7.0,GT,NG,GAS,2566589000.0,14819761.0,33458703.0,12585803.0,20872900.0,32625251.0,Mcf, ,9.7875753,9.7875753, ,9.7875753,8.8792300644,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
10789,Sabine River Works,TX,INDUSTRIAL,7.0,CA,NG,GAS,599979381.0,0.0,788066.0,788066.0,0.0,765346.0,Mcf, ,0.2296038,8.6352621, ,0.2296038,0.2082952009,SERC,MISO,"Midcontinent Independent System Operator, Inc.",Midwest
10789,Sabine River Works,TX,INDUSTRIAL,7.0,CA,OG,OTHER,13444619.0,343632.0,610011.0,73086.0,536925.0,1786688.0,Mcf, ,0.5360064,8.6352621, ,0.5360064,0.4862618162,SERC,MISO,"Midcontinent Independent System Operator, Inc.",Midwest
10789,Sabine River Works,TX,INDUSTRIAL,7.0,CT,NG,GAS,2570240000.0,6785593.0,27035206.0,16432718.0,10602488.0,26232173.0,Mcf, ,7.8696519,8.6352621, ,7.8696519,7.1393013699,SERC,MISO,"Midcontinent Independent System Operator, Inc.",Midwest
10790,Victoria Texas Plant,TX,INDUSTRIAL,7.0,GT,NG,GAS,505437000.0,2632130.0,6237785.0,2477600.0,3760185.0,6038516.0,Mcf, ,1.8115548,1.8115548, ,1.8115548,1.6434317336,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
50026,Corpus Refinery,TX,INDUSTRIAL,7.0,GT,NG,GAS,280241000.0,1581968.0,3311376.0,1256874.0,2054502.0,3227461.0,Mcf, ,0.9682383,0.9682383, ,0.9682383,0.8783800236,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
50043,Houston Chemical Complex Battleground,TX,INDUSTRIAL,7.0,CA,NG,GAS,356376064.0,57939.0,1123103.0,1029652.0,93451.0,1090391.0,Mcf, ,0.3271173,6.3030414, ,0.3271173,0.2967588678,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
50043,Houston Chemical Complex Battleground,TX,INDUSTRIAL,7.0,CA,OG,OTHER,19301936.0,502975.0,917471.0,106223.0,811248.0,3020963.0,Mcf, ,0.9062889,6.3030414, ,0.9062889,0.8221798966,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
50043,Houston Chemical Complex Battleground,TX,INDUSTRIAL,7.0,CT,NG,GAS,1357472000.0,5413113.0,17405747.0,8674918.0,8730829.0,16898784.0,Mcf, ,5.0696352,6.3030414, ,5.0696352,4.5991428831,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
50054,Rice University,TX,COMMERCIAL,5.0,GT,NG,GAS,19584320.0,120135.0,265242.0,96036.0,169206.0,259786.0,Mcf, ,0.0779358,0.0779358, ,0.0779358,0.0707028939,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
50067,Borger Plant,TX,INDUSTRIAL,7.0,ST,NG,GAS,7458895.0,110507.0,164787.0,34778.0,130009.0,164787.0,Mcf, ,0.0494361,10.7814108, ,0.0494361,0.0448481357,MRO,SWPP,Southwest Power Pool,Central
50067,Borger Plant,TX,INDUSTRIAL,7.0,ST,BFG,OTHER,64609105.0,1829776.0,2504127.0,351450.0,2152677.0,35773249.0,Mcf, ,10.7319747,10.7814108, ,10.7319747,9.7359835798,MRO,SWPP,Southwest Power Pool,Central
50101,WestRock (TX),TX,INDUSTRIAL,7.0,ST,NG,GAS,62581187.0,2149386.0,3193126.0,288552.0,2904574.0,3012382.0,Mcf, ,0.9037146,4572.7861802, ,0.9037146,0.8198445069,TRE,MISO,"Midcontinent Independent System Operator, Inc.",Midwest
50101,WestRock (TX),TX,INDUSTRIAL,7.0,ST,BLQ,OTHER,290043423.0,9944599.0,14775985.0,1337337.0,13438648.0,1284868.0,Tons, ,4497.038,4572.7861802, ,4497.038,4079.6861108591,TRE,MISO,"Midcontinent Independent System Operator, Inc.",Midwest
50101,WestRock (TX),TX,INDUSTRIAL,7.0,ST,WDS,OTHER,96111390.0,3288011.0,4886408.0,443150.0,4443258.0,524856.0,Tons, ,74.8444656,4572.7861802, ,74.8444656,67.8984537785,TRE,MISO,"Midcontinent Independent System Operator, Inc.",Midwest
50109,Paris Energy Center,TX,ELECTRIC POWER,2.0,CA,NG,GAS,148922000.0,0.0,131887.0,131887.0,0.0,126212.0,Mcf, ,0.0378636,1.1972862,1.26,0.0398468938,0.0361488649,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
50109,Paris Energy Center,TX,ELECTRIC POWER,2.0,CT,NG,GAS,311892000.0,0.0,4035301.0,4035301.0,0.0,3864742.0,Mcf, ,1.1594226,1.1972862,1.26,1.2201531062,1.1069156366,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
50118,Hal C Weaver Power Plant,TX,COMMERCIAL,5.0,CA,NG,GAS,95664310.0,511997.0,1008139.0,398620.0,609519.0,997170.0,Mcf, ,0.299151,1.1731002, ,0.299151,0.2713880069,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
50118,Hal C Weaver Power Plant,TX,COMMERCIAL,5.0,CT,NG,GAS,236552930.0,1640232.0,2945208.0,992550.0,1952658.0,2913164.0,Mcf, ,0.8739492,1.1731002, ,0.8739492,0.7928415132,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
50121,Valero Refinery Corpus Christi West,TX,INDUSTRIAL,6.0,ST,NG,GAS,34052119.0,0.0,491535.0,491535.0,0.0,491535.0,Mcf, ,0.1474605,833.4667641, ,0.1474605,0.133775288,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
50121,Valero Refinery Corpus Christi West,TX,INDUSTRIAL,6.0,ST,OG,OTHER,76049507.0,0.0,1097760.0,1097760.0,0.0,997962.0,Mcf, ,0.2993886,833.4667641, ,0.2993886,0.2716035562,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
50121,Valero Refinery Corpus Christi West,TX,INDUSTRIAL,6.0,ST,PC,PET,80856374.0,0.0,1167146.0,1167146.0,0.0,34147.0,Tons,0.0125103142296541,833.019915,833.4667641, ,833.019915,755.7107094257,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
50127,Signal Hill Generating LLC,TX,ELECTRIC POWER,2.0,CA,NG,GAS,2313000.0,0.0,0.0,0.0,0.0,0.0,Mcf, ,0.0,0.0594618, ,0.0,0.0,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
50127,Signal Hill Generating LLC,TX,ELECTRIC POWER,2.0,CT,NG,GAS,12363000.0,0.0,198106.0,198106.0,0.0,198206.0,Mcf, ,0.0594618,0.0594618, ,0.0594618,0.0539433911,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
50137,Newgulf Cogen,TX,ELECTRIC POWER,2.0,GT,NG,GAS,6563000.0,0.0,159844.0,159844.0,0.0,159844.0,Mcf, ,0.0479532,0.0479532,0.056,0.056,0.0508028667,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
50141,Snider Industries,TX,INDUSTRIAL,7.0,ST,WDS,OTHER,11804000.0,165910.0,598012.0,161406.0,436606.0,70354.0,Tons, ,10.0324804,10.0324804, ,10.0324804,9.1014065137,MRO,SWPP,Southwest Power Pool,Central
50150,Union Carbide Seadrift Cogen,TX,INDUSTRIAL,7.0,CA,NG,GAS,157124134.0,29708.0,777001.0,709483.0,67518.0,754369.0,Mcf, ,0.2263107,2.5374354, ,0.2263107,0.2053077202,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
50150,Union Carbide Seadrift Cogen,TX,INDUSTRIAL,7.0,CA,OG,OTHER,14689056.0,283813.0,762461.0,117430.0,645031.0,464914.0,Mcf, ,0.1394742,2.5374354, ,0.1394742,0.1265301642,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
50150,Union Carbide Seadrift Cogen,TX,INDUSTRIAL,7.0,CT,NG,GAS,565714670.0,1050209.0,7456000.0,5069162.0,2386838.0,7238835.0,Mcf, ,2.1716505,2.5374354, ,2.1716505,1.9701084097,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
50153,Texas City Plant Union Carbide,TX,INDUSTRIAL,7.0,ST,PUR,OTHER,70346000.0,0.0,626360.0,626360.0,0.0,0.0,Mcf, ,0.0,0.0, ,0.0,0.0,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
50229,Texas Petrochemicals,TX,INDUSTRIAL,7.0,ST,NG,GAS,201254931.0,8844422.0,11351094.0,822019.0,10529075.0,10853080.0,Mcf, ,3.255924,3.4066197, ,3.255924,2.9537548762,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
50229,Texas Petrochemicals,TX,INDUSTRIAL,7.0,ST,OG,OTHER,14627069.0,644216.0,826672.0,59747.0,766925.0,502319.0,Mcf, ,0.1506957,3.4066197, ,0.1506957,0.1367102422,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
50241,Tenet Hospital,TX,COMMERCIAL,5.0,IC,DFO,PET,68000.0,208.0,878.0,465.0,413.0,151.0,Barrels,0.0027,0.1198638,0.1198638, ,0.1198638,0.108739726,TRE,EPE,El Paso Electric Company,Southwest
50304,Shell Deer Park,TX,INDUSTRIAL,7.0,GT,NG,GAS,1039624597.0,738800.0,14286664.0,11823998.0,2462666.0,14021411.0,Mcf, ,4.2064233,5.0317533, ,4.2064233,3.8160421845,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
50304,Shell Deer Park,TX,INDUSTRIAL,7.0,GT,OG,OTHER,159150403.0,117244.0,2200880.0,1810070.0,390810.0,2751100.0,Mcf, ,0.82533,5.0317533, ,0.82533,0.7487344643,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
50304,Shell Deer Park,TX,INDUSTRIAL,7.0,ST,PUR,OTHER,248361000.0,0.0,2211408.0,2211408.0,0.0,0.0,Mcf, ,0.0,5.0317533, ,0.0,0.0,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
50475,Corpus Christi,TX,INDUSTRIAL,7.0,GT,NG,GAS,76451000.0,1258996.0,2802991.0,1167931.0,1635060.0,3163645.0,Mcf, ,0.9490935,0.9490935, ,0.9490935,0.861011975,TRE,ERCO,"Electric Reliability Council of Texas, Inc.","Electric Reliability Council of Texas, Inc."
50569,DFW Gas Recovery,TX,ELECTRIC POWER,2.0,GT,LFG,OTHER,39164000.0,0.0,685325.0,685325.0,0.0,1297786.0,Mcf, ,0.3893358,0.6778065, ,0.3893358,0.3532031207,TRE,PNM,Public Service Company of New Mexico,Southwest
50569,DFW Gas Recovery,TX,ELECTRIC POWER,2.0,IC,LFG,OTHER,46090000.0,0.0,506433.0,506433.0,0.0,961569.0,Mcf, ,0.2884707,0.6778065, ,0.2884707,0.2616989023,TRE,PNM,Public Service Company of New Mexico,Southwest
50625,ExxonMobil Beaumont Refinery,TX,INDUSTRIAL,7.0,GT,NG,GAS,3499489000.0,0.0,21676342.0,21676342.0,0.0,21044993.0,Mcf, ,6.3134979,13.9247892,12.299,5.5763652546,5.0588453729,SERC,MISO,"Midcontinent Independent System Operator, Inc.",Midwest
50625,ExxonMobil Beaumont Refinery,TX,INDUSTRIAL,7.0,ST,NG,GAS,474636042.0,4079993.0,18998170.0,5398194.0,13599976.0,18444826.0,Mcf, ,5.5334478,13.9247892,12.299,4.8873899285,4.4338110573,SERC,MISO,"Midcontinent Independent System Operator, Inc.",Midwest
